,text,neg,neu,pos,compound
1506,"Let us give our coming generations a healthier and happier environment to have a beautiful life… Best wishes on World Environment Day.
#environment #nature #sustainability #climatechange #ecofriendly #savetheplanet #zerowaste #sustainable #gogreen #earth #green #recycle #eco pic.twitter.com/UuGaZOJmPF",0.0,0.696,0.304,0.9201
999,"#WorldEnvironmentDay is the perfect time to look at inspirational #Sustainability successes. Here is Ørsted, Denmark’s largest energy producer, who was recognised as the most #sustainable company in the world in 2020. Want to find out how they did it? >>  http://ow.ly/IdZZ50zZH97 ",0.0,0.72,0.28,0.9186
11307,"cerlos a powerful project working with honest admin best support level going to change blockchain world 

#BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale https://cerlos.io/ ",0.0,0.629,0.371,0.9186
3872,"In 2019 @ItronInc won a BIG Sustainability Award! Congratulations! We can't wait to see who will be recognized in 2020! Nominations open now. #BIGAwards #Sustainability #Sustainable
 https://buff.ly/2Llfhtn  pic.twitter.com/FMUh5GC93A",0.0,0.667,0.333,0.9182
4871,"In 2019 @VEONGroup won a BIG Sustainability Award! Congratulations! We can't wait to see who will be recognized in 2020! Nominations open now. #BIGAwards #Sustainability #Sustainable
 https://buff.ly/2zHRQrz  pic.twitter.com/rGiiCLbpyi",0.0,0.667,0.333,0.9182
4501,"In 2019 @Enablon won a BIG Sustainability Award! Congratulations! We can't wait to see who will be recognized in 2020! Nominations open now. #BIGAwards #Sustainability #Sustainable
 https://buff.ly/3dlLmx3  pic.twitter.com/kvxlYFr1Y2",0.0,0.667,0.333,0.9182
8726,"I represent to Your attention the company, which has huge goals and plans. Their implementation will be very powerful! Join now! This will be one of the best projects of this year! #BuildingMaterials #Sustainability #Sustainable #Crowdsale #ETH #Ethereum #TokenSale",0.0,0.724,0.276,0.9177
11260,"I am pretty sure you would be thankful for it. you'll be given a excellent ICO-project
#IEO #STO #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale https://cerlos.io/ ",0.0,0.641,0.359,0.9169
12621,Thanks to the @RL_Association for honoring us with the Green Reverse Logistics Award for our dedication to #sustainable business practices in our #reverselogistics operations. Read more about our #sustainability efforts and the #RLA honor here:  https://www.iqor.com/press/iqor-recognized-by-reverse-logistics-association-for-its-dedication-to-sustainability- … pic.twitter.com/P12a1VqfEB,0.0,0.719,0.281,0.9169
8814,"The project has great prospects. Certainly at the moment,I believe that this is the best project in the cryptocurrency market.
 #cerlos #STO.#BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale",0.0,0.677,0.323,0.9169
7584,"Positivity is my way...

Start your day off right with this amazing new Luxuriosa BrB positivity Women Top Vest. 

 https://luxriosa.com/product/luxuriosa-brb-positivity-women-top-vest/ …
#Sustainability #sustainable #sustainablefashion #streetwear #yogagirl #organic pic.twitter.com/XlecCmEFqe",0.0,0.641,0.359,0.9169
353,"Let us also support us and our environment by maintaining “ Green Digitally ” this year. To support the cause please LIKE, COMMENT “ Go Green ” and SHARE this post.
.
#environment #nature #sustainability #climatechange #ecofriendly #savetheplanet #zerowaste #sustainable #gogreen pic.twitter.com/K031idYMdl",0.0,0.698,0.302,0.9164
7599,"#HappyBaisakhi
On this festival of harvest, we wish everyone good health and peace.

#baisakhi2020 #baisakhi #baisakhifestival #happybaisakhi #punjabfestival #india #culture #architects #buildings
#design #technology #sustainability #sustainable  pic.twitter.com/1P557USLAW",0.0,0.642,0.358,0.9161
7467,"Very cool app. Just for me and just for you.
#sustainability #sustainable #app 
Repost from @sustainablelifeapp - How do you like our new app? Aren’t the icons just the cutest? 🥰 .
.
Our app 📱 is completely free on both Apple and Android. The purpose…  https://instagr.am/p/B-930KRpuzJ/  pic.twitter.com/Pu3EsavDeG",0.0,0.752,0.248,0.916
412,"The nature has shown abundance of love to us with it's offerings, why don't we return the favour?
This environment day, take a pledge to help and revert the goodness.
.
.
#environment #nature #sustainability #climatechange #ecofriendly #savetheplanet #zerowaste #sustainable  pic.twitter.com/0ehpTZsFMD",0.0,0.726,0.274,0.9153
7717,"We're taking a moment to recognize @Packsize as a 2019 BIG Sustainability Award Winner! Congratulations! #Sustainable #BIGAwards #Sustainability #Sustainability
 https://buff.ly/3dZ7kr2  pic.twitter.com/6EfIJzkZTt",0.0,0.576,0.424,0.915
11445,Look for this idea. Join this project and make profit. Be a part of amazing project with us. You have the opportunity to take advantage of the enormous potential of our project. #cerlos #IEO #STO #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain,0.0,0.719,0.281,0.9136
5608,"A rare opportunity to reward #sustainable business: Linking accelerated supplier invoice payments, and government financial relief to respect human rights and environmental practices #Sustainability #resilience #Finance #covid19  https://bit.ly/2VR5rUX  https://ecovad.is/2VMLy2B ",0.0,0.654,0.346,0.9136
3067,"Biodiversity maintains the Nature’s balance and beauty. To protect it, we must live in harmony with #Nature. Let’s adopt #sustainable ways of life and use recyclable resources. A thriving planet means a better life for all of us.
#recycle #sustainability #ecofriendly #gogreen pic.twitter.com/SACTAKrY0Y",0.0,0.724,0.276,0.9136
2023,"Blake pride ourselves on being a truly #sustainable business. We realise that #sustainability isn’t just about meeting current needs, but is about ensuring we are paving the way for a bright tomorrow too. Discover what our Evolve team are doing to help:  https://bit.ly/2XNtmpk  pic.twitter.com/aZcZNaek2B",0.0,0.73,0.27,0.9136
9530,"Fresh air and cycling make a fantastic stress reliever.  What helps you to stay calm and remained relaxed? 
 http://ow.ly/7LFU50yQ4Sp 
#mindfuldelivery #logistics #deliveryservice #london #sustainable #sustainability #environment #deliverybikes #delivery #courier #courierbikes pic.twitter.com/an8iRAIEUQ",0.066,0.544,0.39,0.9136
7983,"We hope you're all staying #safe in the midst of this #pandemic. Now more than ever, we believe that sharing these tips for a more #sustainable outlook and lifestyle is important. 

Do you have any #sustainability tips you'd like to share with the community? Share below!  pic.twitter.com/zT9PvNQVzK",0.0,0.731,0.269,0.9134
3180,"Happy #InternationalTeaDay! This day is celebrated globally to promote collective actions that contribute to #sustainable production and consumption of #tea, highlighting tea workers’ rights, daily wages, and employment security.

 https://youtu.be/8rcJsUTy3dQ 
#sustainability",0.0,0.68,0.32,0.9134
9924,"This project absolutely amazing and this team really fantastic towards this project for the success
 #IEO #STO #buildingmaterials #sustainable #sustainability #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale",0.0,0.673,0.327,0.9133
5547,"In 2019 @BoosterFuels won a BIG Sustainability Award! Congratulations! Will you be recognized in 2020? Nominations are open now here:  https://buff.ly/2Ku3uZm 
#BIGAwards #Sustainability #sustainable  pic.twitter.com/3oO5Xx7E3s",0.0,0.643,0.357,0.9133
11473,"#cerlos #sto Your Privacy is so powerful and best.  
#sto is the world's first truly Privacy Protection platform for Digital Assets.
#BuildingMaterials #Sustainability #Sustainable
 https://t.me/moxy_cerlos ",0.0,0.624,0.376,0.9132
12695,"Very profitable project! A professional team who are expert in their field know the business! One of the most promising and successful projects to be on top listed coins.
#cerlos #IEO #STO #BuildingMaterials #Sustainability #Sustainable",0.0,0.704,0.296,0.9124
1187,"#WorldEnvironmentDay - We LOVE our Earth! 🌍🙌🌍 we all have a hand in the protection of our environment, let's all do our part and take care of it💚
#fornature #environment #sustainability #climatechange #ecofriendly #savetheplanet #zerowaste #sustainable #gogreen pic.twitter.com/caMytverfU",0.0,0.739,0.261,0.9122
4271,"WE LOVE SUSTAINABILITY ❣
Hey !!! We are here with some Sustainable Stuff 🖤
 https://m.facebook.com/story.php?story_fbid=282705102751926&id=100030373143048 … 
Available on this Facebook link
Creative and innovative MACRAME EARRINGS 💫
DM for Orders 
#handmade #macrameearrings
#Sustainability #sustainable #fashion #creativity #unique",0.0,0.721,0.279,0.912
10762,"I'm surprised by the efficiency of this group.I am hopeful this group will improve a lot in the future.Many people will benefit from this group in the future.
#BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale",0.0,0.702,0.298,0.9118
6403,"Investing in a better world starts with appreciating the one we already have. 🌎 Happy #EarthDay, and cheers to a future filled with #sustainable #investing. That's a real #WinWin. #Sustainability #earnings pic.twitter.com/yC7SXxWa0e",0.0,0.656,0.344,0.9118
8862,"#Sustainability is a word coined by rich & the powerful, in order to continue living #unsustainably themselves. The poor are already #sustainable. There is nothing #sustainable in life of rich, powerful, & the influential. #Simplicity & #minimal #living is the only #sustainable",0.061,0.63,0.309,0.9118
12682,"It is Monday! Whatever! 🌟
Love cool prints and organic cotton softness? Then this BrB Whatever Women Organic Vest Top is perfect for you.
Pick it up 👇👇👇👇
 http://bit.ly/Whatevertop 
☝️☝️☝️☝️☝️☝️☝️☝️
#sustainable
#Sustainability #sustainablefashion
#organic #fashion #style pic.twitter.com/ygYbyDUmw0",0.0,0.718,0.282,0.9115
3759,"Springer Nature published an article of my friend @AlexBelyakov from Canada “Community Engagement, Customer Engagement, and Changes in Behavior” as a part of the Encyclopedia of the UN #Sustainable Development Goals. Download it for free:  https://link.springer.com/content/pdf/10.1007%2F978-3-319-71057-0_49-1.pdf … #Sustainability",0.0,0.719,0.281,0.91
3419,"Springer Nature published an article of my friend 
@AlexBelyakov “Community Engagement, Customer Engagement, and Changes in Behavior” as a part of the Encyclopedia of the UN #Sustainable Development Goals. Download it for free:  https://link.springer.com/referenceworkentry/10.1007%2F978-3-319-71057-0_49-1 … #sustainability",0.0,0.706,0.294,0.91
11795,"This project is developing and it should be a great reason for investment. Personally, my opinion this project has a very great future. With such a strong team.#cerlos #sto.#BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum https://twitter.com/Moxy_CERLOS/status/1234926850897580035 …",0.0,0.736,0.264,0.91
12513,This project has a chance for success in the near future. The project is well managed by a team. I am glad to support this project#BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale,0.0,0.667,0.333,0.91
5392,"Happy Första Maj, enjoy the day and stay safe and healthy
#sweden #ecolife #ecoliving #scandinavia #ELS20 #sustainability #sustainable  pic.twitter.com/PapC1bLFUz",0.0,0.545,0.455,0.91
9068,"This project is developing and it should be a great reason for investment. Personally, my opinion this project has a very great future. With such a strong team. #cerlos  #STO #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum",0.0,0.742,0.258,0.91
13846,"Save the planet, one #yoga pose at a time! The Typhoon PURE Active Lunchbox is made from #Sustainable bamboo fibre and will help you make lifestyle changes that are positive for your body and the #environment.
•
•
•
#eco #ecofriendly #sustainable #sustainability #recycle pic.twitter.com/omjoATX47B",0.0,0.748,0.252,0.9098
14628,Not only are #sustainable businesses much better for the planet.... they'll help your business gain a competitive edge. Here's how Scope 5 can help:  http://ow.ly/D52p50yyRln  #sustainability #data #reporting,0.0,0.61,0.39,0.9081
13760,Today is #WorldEngDay2020. It celebrates the crucial role #engineers play in addressing #climatechange & ensuring #sustainabledevelopment. #Sustainability is a @burohappold specialism - our #sustainable solutions create environments that users value too.  https://buro.im/3cwGfdJ  pic.twitter.com/GZrrEnn6Di,0.0,0.625,0.375,0.9081
2503,Great to see the business organisations that really get #sustainability & #sustainable development get together. Now more than ever the biggest opportunity for business is the innovation for a sustainable economy & better world   https://www.bcsda.org.au/post/media-release-bcsd-australia-future-business-council-announcement …,0.0,0.693,0.307,0.9081
6888,"In 2019 @Packsize won a BIG Sustainability Award, congratulations! Will you be recognized in 2020? Nominations are open now, get started here:  https://buff.ly/3bnhS16 
#BIGAwards #Sustainability #Sustainable  pic.twitter.com/j7qRLhjyyo",0.0,0.669,0.331,0.908
