,0,1,2,3
13578,Bitter sweet milestone: My son's 9th birthday today!...And the first time I didn't get to invite my friends. ,😞,💔,😢
13579,@_EdwardCullen_ bye ,💀,✌,✋
13580,@nileylovestory hey whatd u video say? Im sick in bed &amp; cant watch it  explain?,😞,😢,😷
13581,No commencement speech para mi... ,💪,👏,🙌
13582,Nothing happening D is MIA ,😠,😤,🙅
13583,is bored cleaned all day ,😑,😒,😴
13584,@disagreer sorry bout the caps.  they can come back!,😬,😁,😉
13585,has been cleaning the house off and on all day.  It is getting there.  LONG way to go.  ,🙅,😓,😴
13586,"@Schofe I went 2 the NHM in December, took my boyf who'd never been! Didnt get 2 c the dinos tho. ",😬,😞,😕
13587,Everyone is enjoying the nice day outside  I hope my day gets better,☺,😊,😌
13588,bought kim kardashian's workout dvds lol. exciiited to do them. movie marathon night tonight! its soo rainy outside ,😬,😁,😄
13589,Going out to dinner  IT&quot;S TOO EARLY!,😁,✌,😋
13590,"@leannenufc Oh no  But it's still quite early, no? Mebbies things will flow better later on? LOL, I did worry for a moment! XD",💓,😄,😜
13591,should have been leaving New York City today if only i hadnt fucked things up  miss him,😞,😔,💔
13592,@natasha_samba damn! ur having sooooooo much fun it seems.......hmph! my schedule....WORK  hopefully.,😠,😞,😕
13593,"@WenrichCaps i miss you too   Maybe i can see you guys tonight, if it's not too late..",😔,😢,💔
13594,I spent the whole morning practicing piano.  I now have to try and get through 40 terms for my history notes. -_-,😣,🎶,🔫
13595,"@Alexnessie Ahh shit dude, that sucks. ",😞,😣,😕
13596,"Due to my watching YouTube videos wandering about the premises, I missed an opportunity to smoke a clove with my baby on my lunch break. ",😔,💔,😢
13597,@shanakin I'd feel pretty lonely hitting Outback alone. ,😞,😕,😔
13598,"@tina1804 @cHello2k9 im so sorry, but im changing my profile pic back ",🙈,😉,😂
13599,just watched an episode of The Office. That was 30 minutes I wasted and won't get back. ,😐,😑,😡
13600,@Tray115 whose evil plan? lol no the evil plan is having no date  ugh lame lol... i guess... idk my school is lame,😒,🙅,😈
13601,"do you think he entred m&amp;g , he aint beeenn on in ages ",👀,🎵,🎶
13602,Mm. I really don't wanna go tonight. ,😞,😕,😒
13603,sick to my stomach with stress right now..     why can't life be more simple??,😣,😷,😖
13604,Wants to be at the culinary festival!! ,😢,😩,😫
13605,"@NikiScherzinger I love the pcdroutines, I practiced for bottle pop two months before you came to Holland, too bad I wasn't picked ",😞,😢,😕
13606,Doing freaking tally sheets for my survey project  I wish I would have finished this in school and didn't have to do a bs chart,😠,😑,😡
13607,@SoftSurrender Nope i dont think so! Im gonna be off now anyway!  You'll have to twitter me or FB me about the thing!! LY loadsss xxxxxxxx,💖,❤,😘
13608,Too early ,😖,😣,😴
13609,Wow. Yankees #2 pitcher goes 11 innings. Now has a 34.5 era. ,😐,👏,😳
13610,Wales Has Not Got Talent Sadly ,😪,😢,😕
13611,a teddy bear lost an eye ,😢,😂,👀
13612,@iamjonathancook That wasnt very nice of them  they could have told you! it wouldnt have been to difficult or impolite  how are you?,😠,😉,😕
13613,"@Gaelicwolf it is beautiful, but a bit out of my price range right now ",😞,😬,😕
13614,No yeezy's for dave. ,😔,💔,😢
13615,Stop raining please I HAVE PLANSSSS ,😭,😫,🙏
13616,@mnty Ack!  Are you/your people ok?,😄,😜,😳
13617,"I'm bummed. Getting our first foster and she turns out to be alpha, just like Heimdall.  Disaster!",😖,😣,😢
13618,@iamjonathancook that wasn't nice ,😔,😐,😕
13619,what a day! Was rescuing a Sun Cluster  And time to give wife more attention...,😄,😎,👍
13620,I really hope I dont forget Im wearing contacts ... I dont wanna end up with swollen and sore eyes tomorrow ,😫,😖,😣
13621,@gfdking can't find you on ustream iPhone app ,😞,😕,😢
13622,@moonunderwater CRAP! I MISSED THAT TO PACK. I better find it or rage that song makes my heart melt ,😫,😭,💔
13623,"I need to think about newer CPUs, CUDA and excessive clustering... I don't really have 72645 years to get my calculations done... ",😞,💔,😢
13624,"@iamjonathancook  Oh. Well, why would they do such a thing?",😐,😳,😕
13625,I miss the nice weather already ,😢,😞,😔
13626,my feet hurt!!!!!!  ,😣,😖,😫
13627,"Feeling like a fat chick, barely fitting in her clothes. ",😖,😕,😞
13628,Until I broke my shift key I never realised how much I rely on it to type  #epicfail,🙈,😅,😳
13629,There's a fox in the garden  Hide!!!,👀,🙈,😳
13630,SO I guess there's a war for the 1st non celeb to have a million followers.. LET'S DO IT!! HA HA... I NEED TO TRY TO GET 100 FIRST ,👊,👍,😜
13631,@hollybebs not till later.. I gotta move all this shit into the apt today.. Awww maleia wanted to see blaiseyyyy ,😞,😔,😢
13632,i am getting jip for watching F1 highlights on the web..... ,😬,🙈,👍
13633,Bored at work. ,😒,😐,😑
13634,Its not funn to shop witout money!!! ,😠,😞,😢
13635,No signal in the academy  papa roach fuckin owned! Had to escape the pit before CMB moment lol,😠,😖,😡
13636,@socalvixen http://twitpic.com/3jodg - Ok why am I on the east coast missing all this skin ,😠,😢,😡
13637,Sometimes my razor hates my skin ,😷,😣,😖
13638,giving up on work for this evening. urrrghh.. only a month till exams ,😣,😖,🔫
13639,been to barnard castle and bowes museum. got a mountain of work to do ,😓,👍,💪
13640,@olafsearson i'm at a friends caravan now we're watching dark angel ,😎,😉,😈
13641,just got hit with something - sick as a dog with less than 48 hours before I  am supposed to fly with lucia to Texas.... ,😣,😖,😷
13642, - Why must people be so picky. I mean 6 hours work and no dice!? what�s up with that! http://tumblr.com/xsg1m3ufn,😤,😡,😠
13643,No one has brought us a Mixtape yet. ,😕,😐,😑
13644,"Ugh, I feel sick to my stomach ",😣,😖,😷
13645,at my brothers grave.. ,😓,😔,😪
13646,@booshface LOL Cooper is cooped up ;] Hate those things.  Though I call them Jenny Long Legs.. xD No idea why.,😉,😅,😜
13647,@DeAndreWright girl me too  I will just have see yall Monday night cuz this rain has everywhere flooded,😫,💀,😩
13648,My stomach has hurt ALL day.   Really sucks. ?,😷,😖,😣
13649,@petewentz - I am here. Came 9 hours. ,🔫,🎵,🎶
13650,@omgitsevloves aww helen is dying. so sad to see her like that ,😞,💔,😢
13651,@lollipopdaisy I have  It's jed,💁,😏,😉
13652, No show tonight. Anon Salon has been canceled. What shall I do instead?,😞,😔,😢
13653,"Wishing there was something to do, everyone is busy ",😕,😞,😔
13654,Shopping with little miss big boobs instead of laying in the sun ,😎,👌,💁
13655,she is sad ,😞,😔,😢
13656,Anyone going tonight i cant have people at my house after  sorry,😬,😅,🙅
13657,Jack is glad that his leg is getting better but sad that Paul has gone back to Newcastle  http://apps.facebook.com/dogbook/profile/vie ...,😔,😞,😢
13658,@fi69 What's wrong? ,😞,😔,😕
13659,I am in a chocolate store against my will  gross...,🙅,😖,😷
13660,I can't believe I still have 6 more hours of work left.   ,😣,😫,🔫
13661,I want my friends baaacck ,😫,😔,😢
13662,What a day! Recording from 10 till 5 and some design this evening! Back to the studio at 9 tomoro!! I need a lie in ,🎵,🎶,😴
13663,There was a party I was supposed to go to this afternoon. I wish I wouldn't have ruined my day by not sleeping last night. ,😣,😔,😞
13664,@QTI9422 yeaahh havn't you seen the promo on sony? ,😜,😉,😄
13665,@iamjonathancook  You're not a buckhead!,😜,😉,😠
13666,&quot;the dating expert&quot; is following me on here ............................ ,😎,👀,😉
13667,@AdrianaMarshall I missed u today! Now I'm sad b/c I didn't get to see my Adriana.  well just more reason to get 2gether sooner next time.,😔,😞,😢
13668,"Finally a warm &amp; sunny day! Apartment hunting  Reading New Moon, No clue what to do for fun tonight as usual",😁,😄,😬
13669,@BeyonceBoi yeah they're gonna put a forever 21 in its place. I miss that store. so many memories. ,😔,💔,😢
13670,@JonathanRhys Stuck indoors with the flu and missing my sister's Parma party tonight. ,😞,😢,😷
13671,is in the airport in Philly annoyed...my flight is delayed ,😤,😠,😡
13672,i thought i found another tweet from someone who also loved mongolian.. but it was my own ,😢,😕,💔
13673,@ClaudiaWinkle hi claudia!  i think ur fab on hells kitchen! marco scares the hell out of me !  haaha hope ur good! X,😄,😉,😜
13674,"@mtruland Must be heart-wrenching to watch.  Hope everything works out ok, hang in there.",😊,💪,👍
13675,"@ladyofbrileith Having trouble finding one. Sark never even got A HUG or anything sappy. He said Lauren loved him, but we never heard it ",😞,😢,💔
13676,"@acepero79 Yeah, it works well...I can't go today though because my face is really red still ",😔,😢,😞
13677,@bdiflip Yep it does doesn't it... ,🙈,😜,😉
13678,People are annoying ,😠,😑,😒
13679,"Seems like something is always breaking around here.  Last week car problems...this week a broken plumbing pipe, so currently no water ",😡,😞,😢
13680,"@pinksugacupcake dang  well, I hope you are staying dry. be careful!",😉,😕,😬
13681,Rain + Amusment Park =  #fb,👍,💛,💓
13682,@biggorillavoice Only if you were standing around at the venue 6 hours before doors ,😏,😜,😉
13683,&quot;@wondertwin -  Well if you get one before Saturday you should go. My roundtrip tickets were less than $100,😢,😞,😜
13684,@mrjaredjames I'm fine xD I'm running an online shop and its doing pretty good =D I miss graphic designing though ,💓,💔,😢
13685,@ThisIsCiara Yea she did! :O ya im broke aswell  ugh back to reality on monday  let the boredom continue ,😞,😣,🔫
13686,@melizzamarie  call me next time...i just got your reply ,😏,👊,😉
13687,"wellll, i was gonna go see fall out boy today, but its postponed because the rain  laaaameee",😠,😞,😢
13688,"Sitting here, pissed off because im working 24 hours on a (pretty) saturday...... damnit ",😤,😠,😡
13689,"I think the tv world has gotten way too accustomed to widescreens, bc i can't read the letters of these gameshows on my tiny tv ",💔,😕,😢
13690,God I am so hungry!!! I want real food !! ,😣,😖,😫
13691,im always hanging with the boys...and feeling left out ,😪,💔,😔
13692,"got panda instead of wendys. good call! now, off to the city. i always bring the bad weather with me ",😞,😑,😕
13693,Omg why wats going on people    http://tinyurl.com/d5x6wl,😠,😳,😡
13694," Nicole replied to every single pcdfan in my followinglist, just not me. I'm really really sad right now :'(",💓,😢,💔
13695,@KChenoweth i want the cookies . . . ,😠,😐,😋
13696,@hypatiadotca Where are you? Cons almost over &amp; I still haven't seen you! ,😔,💔,😢
13697,@thrillerx yes! tell us all about your concert coming up! mines not for 29 days. ,😬,😫,😁
13698,Its beautiful out! These r the days when i hate being stuck inside with homework ,😡,🔫,😠
13699,@Schofe http://twitpic.com/3jqob - Now you are making me homesick...  Not that I ever lived there of course...  Just miss London...    ...,😞,💔,😢
13700,Yea!! Time to go to Holt Renfrew!!  shopping!! Need to haul so badly. Havnt shopped for 15 days!! ,😄,😁,😬
13701,@21stcenturyfox  idk then,😳,😐,😕
13702,5am bedtime last night?! i am sleeeepy!  gloomy day in CO today. boyfriend left for nepal ,😞,😢,😴
13703,I'm pretty sure it's official...I have a cold.  bleh,😣,😖,😷
13704,is back in Hastings! Missin LDN already ,💔,😔,😢
13705,"Just about to leave. Have a good Saturday night guys, i'll be studying all DAY tomorrow ",✌,😞,🔫
13706,@MrsKellyBelly I haven't paid it off.  I just cut it up so my husband would quit &quot;accidentally&quot; using it!!!!!...!!,😬,😡,😜
13707,sad that garnett is no longer playing ,😞,😔,😢
13708,OMG!!! Yankees are getting the A$$ handed to them this sucks so bad ,😫,😢,😖
13709,"@dana_michelle - thanks boo!!! but today, i have on a flannel/plaid shirt and got in trouble - boo  wish you would of joined in @ area ox",😜,😘,😉
13710,@ParentStudent ... from the sofa. I know! I know...  *sigh*,😔,😢,😞
13711,"Using my most recently acquired robot to clean the carpet, ..where I tracked in mud. ",😑,😐,😳
13712,@leporter Listened to @leolaporte Missed part where Leo talks @twitter Oh well ,👍,😜,💁
13713,what do you do if you develop a temporary lisp? ANNE AH MISH YOU X but seriously twice@ the temp lisp ,😓,😅,😕
13714,@LegallyBuy broken link ,💀,😢,💔
13715,just sold first Yorkshire Terrier puppy of the litter.....I miss her already ,😭,💔,😢
13716,"@demilovato wah, you was in Germany! wanna see you ",😄,😘,😢
13717,"I am so bored right now....goin a little crazy! It's 70 degrees out, want to go on the Wine Walk but I'm broke! Sad Sad Sad day ",😔,😞,😢
13718,Trying to find the REAL Alan Carr ,😫,😬,👀
13719,bored nd mad looks like its gna rain ,😒,😡,😠
13720,lonely. i want to crawl into bed with my teddy and mope ,😔,😞,😢
13721,"@justjennyxo no cause i have no one to go with tbh  or no one has the money to go now, gutted cause i live like 10 mins from the venue xx",😪,😞,💔
13722,it's 7am and I been in bed since 10pm sat ,🔫,😅,😴
13723,is dreading 6:30 when H.B.I.C. wants me to shave her a landing strip.  ,😐,😳,😖
13724,"@pob34 might Sky+ it, don't think i could stay up and watch whole thing tonight ",😬,🙈,😴
13725,goin for a run and then showerin and back to torts ,👍,✌,💪
13726,@EP31 I is sad... Patches is injured and didn't play last night ,😔,😞,😢
13727,"@themeanseasons No, I don't know what happened but she's never on. ",😞,😔,😕
13728,trying to do micro lab report and micro study guide for exam...but can't concentrate  and too lazy....,😞,😫,😣
13729,@honorsociety is 20min away and i cant go  oh well  @miley cyrus movieee at 4,😭,😢,💔
13730,I feel so bad now  it sucks when people are so nice to you.,😕,😞,😔
13731,is down to just jelly beans in my easter basket ,😕,😷,😋
13732,lieing in bed with a very soe throat feelin very sorry for myself  boo hoo hooooo,😞,😢,😷
13733,MAN!! i want Peeps now  haha,😋,😄,😜
13734,@alesa13  aww love why you so sad.? dont be all my friends that i been talking to are sad why? i'm worried for you all ,😞,😔,😢
13735,here we go againn.... ,👊,🎶,💪
13736,@tranquilized09 i didn�t even get an answer if he will be in germany........  hahaha.,😄,😜,😂
13737,I'm going to bed feeling a bit depressed. Not really looking forward to tomorrow ,😢,😔,😞
13738,I'm definitely not winning this tournament... ,😠,🔫,🙅
13739,"@blogness I got to my store early (thought it opened at 9, but it opened at 10). Was going to grab a few for friends, but 1 person limit. ",👍,😄,😕
13740,I have to wait for the rest of the season to download. ,😑,😠,😫
13741,What's worse than dropping your MacBook Pro? Dropping it onto your iPhone ,😫,😖,😡
13742,"@L102 aww, I wish I could have been there!  are you still around next weekend, maybe we can meet up for drinks!",😔,😊,😉
13743,Saturday night tired and bored. ! ,😪,😣,😴
13744,"@tommcfly anyway, i take it your comin home tomorrow? the weathers been rubbish today, well in newcastle anyway ",😕,😉,👍
13745,75 F and beautfiful here in SM....unfortunately stuck inside behind my rig cranking up salesforce ,😔,😞,😢
13746,"yeah, its nifty I think I did it right lol. it costs monies though! ",😉,😄,😜
13747,"@BlackPearl890 thanks, me too! But by the look of the radar we are going to get pounded until later tonight ",😄,👍,😉
13748,"Not the best of pics, but better than nothing I suppose ;) Had more, but my cell ended up resetting resolution to 120x160 ",😄,😅,👍
13749,@janetlo Exciting! I don't get to go to Seoul  Apparently flying through Beijing is a hassle and direct flights were too pricey ,😕,😞,😢
13750,off to work ,😴,🔫,✌
13751,"@k_anelundi is wondering when times are tough why people kill their entire family    I don't get it, kill yourself not the children.",😠,😡,🔫
13752,@BritishJen doesnt youtube have videos?! I donno where it would be streaming live video  sorry i am no help,😔,😞,😢
13753,good god accounting is boring!! BTW tried the mac prep &amp; prime refined zone thing today &amp; i'm not mad for it!  try again tomorrow!!,😬,😁,👍
13754,can't believe it is fourteen years today since I moved to Liverpool... ,💔,😢,🙈
13755,hit her head last night  ouch!,😬,😣,😖
13756,"So, instead of running, I just spent buried in the code of my website. Epic Nerd Fail.  I suck.",😖,😣,😑
13757,@matman617: who the Heck is the fat then?  cuz thats not nice ,😐,😒,😠
13758,"thinks she's done something, but isn't quite sure what it is.. oh where are you when i need you? ",😕,🎵,🎶
13759,Can't get into the cleaning/packing groove today. Want to be at Coachella too bad... So sad  Guess I'll listen to music? Bah. More coffee,😞,😢,🎶
13760,Friday: Biked 10.62 miles in 70 minutes (www.logyourrun.com). Tried out another bit of the Trans Pennine. Got lost again. ,😞,😢,😡
13761,@honorsociety iis just 15min away I CANT GO  im sad.  oh well @mileycyrus movieee time. HM movie at 4,😔,😞,😢
13762,"good god I ache! I might need a gallon of codliver oil 2morrow to walk!Comp was fun, good fights but we didn't win   I fancy it nxt time!",😢,😖,😞
13763,Being sick is not the business... ,😖,🙅,😷
13764,@etherb0x good call except they were gone by the time I got there ,😔,👍,😅
13765,damn i wish i'm there   #asot400,😞,😪,😔
13766,to resist mcdonalds fries is PAINFUL!! ,😫,😣,😖
13767,wishes stephenie meyer wud reply to my message! ,😡,😢,😠
13768,Coyote killed two of my chickens this morning. Scared it off just as it was about to get another chicken. ,😬,😖,😳
13769,@RachelsDestiny I took photos but I have to buy more memory next week. Can't upload 'em. Disk full ,😕,😢,😞
13770,Just woke up from nap! It made me feel so much better!! Wwoot.. Stuffy/ runny nose isn't that bad anymore.. Sore throat is worse though ,😖,😣,😷
13771,@petewentz wish i was at the venue  u gotta play a show in dubai promis i'll be at that venue.,💔,😉,😢
13772,38.4 miles in 2:40. 14.4 avg. I am out shape ,😓,😅,💪
13773,"So, instead of running, I just spent copious amounts of time buried in the code of my website. Epic Nerd Fail.  I suck.",😑,😣,😖
13774,"Headache, right behind &amp; above the eyes.  ",😓,😖,😣
13775,@webscreamer hahah aww.. it is scarier than a templates fire    Where is my beer you promised ages ago!?!,😳,😜,🙈
13776,I am disappoint anon ,💔,😞,😔
13777,"@ayotavibaby ; yes, we will! man.. i be trying too! she was here &amp; ppl were like WHY are u so excited?? lol, i didnt get to see her tho ",😑,😩,😁
13778,"this music make me soo happy and soo sad,because it�s over today  ...#ASOT400",😢,🎵,🎶
13779,going to the mall...lake was cancelled...bummer dude ,😞,😔,😕
13780,@raatz apparently the band is going on without me. I'm so bummed. i missed performing. ,💔,😔,😢
13781,my laptop officially will naught charge. can i manage a weekend+ without it?  yes im an addict :'(,💓,😢,💔
13782,I don't want to go to work! ,😣,😩,😫
13783,"I would be sending out an e-mail blast right now, if I had solid internet   Darn you, #TimeWarnerCable!",😤,😡,😠
13784,@themtyThor1212 7?! Whaat?! I dont think ill be able to make it ,💔,😭,😢
13785,yay! got an email from Nicky - but sadness   she can't make it this June or July,😔,😢,😞
13786,"...and the devil in kitten form just sneezed on my arm. thanks for adding insult to injury, life. ",😠,😷,😡
13787,Done with marathon Saturday meeting - missed being outside on a beautiful day. ,😄,😊,👍
13788,the theater was such bad  ya have no ideia how much bad it was...,😳,😖,😷
13789,i WANT my ipod to work again! ,😡,🎵,😠
13790,why wont the fanfic place send me the password :S:S:S ,😤,😡,😠
13791,"@etherb0x good call, but they were gone by the time I got there ",😢,😕,😔
13792,I saw conor oberst at the glass house on wednesday!! He is amazing!! &lt;3 &lt;3 &lt;3 I wish I was at coachella this weekend ,🎶,💔,😢
13793,"@TCRoady actually, it was 15 to 2... ",😏,😜,😉
13794,@Vacant_Stained fraid not  and I love Zelda too ^^,❤,💛,💓
13795,@forager23 We just saw a raccoon in Central Park...everyone says it must be rabid ,🙈,😂,😳
13796,Microwaves are really fucking confusing ,😑,😠,😤
13797,@perrythebirman We can't come to #pussycatis today because our human @AnnePMitchell is on a train ,😞,💔,😢
13798,i confess. i am never gonna be thin again if keep consuming crap. there i said it. ,✌,✋,🙅
13799,i hate stressin out my mama...she sound sick too.. ,😔,😖,😓
13800,http://twitpic.com/3jszb - Jess beat me to the first fish...not cool. ,😡,😠,🙅
13801,...flooded in at work.  not cool.,😡,😠,🙅
13802,"im at home wishing it was NoT so ugly out today. houston,tx is so over rated with this rain ",😕,😑,😒
13803,"@kat22stl boo! i hope she's okay, sweetheart. ",😢,😘,😔
13804,@iPenginBrijhe would you give me the link to your twitpics? I didn't bookmark it before. ,😔,😞,😢
13805,I miss Sam  a lot  and I want McFly to come tour in CANADA!!!!!!!!!,😭,😢,💔
13806,"arg, might go home early today... not feeling so hot ",😖,😓,😷
13807,Seriously having to force myself from doing the music today. Term papers are unfortunately more important today and that's not fun ,😠,😣,😞
13808,I caved in. I had half a can of coke today. Sorry no soda diet ,💁,😬,🙅
13809,@SyllySyll   /hug,💓,💛,❤
13810,@bffmebrit haha you crack me up!! i really want to see your kids sometime! i bet they are sooo cute. i miss the kids i used to teach. ,😞,😔,😢
13811,"#asot400 &quot;back to you&quot;...beautiful, yes. but PLEASE can we have some kind of action from Area 1! i really wanted to hear Mr. Sam now SVR! ",❤,💛,💓
13812,@Jaylnne i'm so glad you got to come visit! Sorry I didn't get to say goodbye!!! ,😔,💔,😢
13813,"@selenaxjonas AH i know. Their so expensive, I have to get straight A's a college prep school to go to demis ",😓,😫,🔫
13814,So bored ,😐,😴,🔫
13815,we are missing our little Emily's party. ,😔,😢,💔
13816,hanging with jared and david  there mean to me tho ,💁,😁,😔
13817,"@unicorngeorgia I can't come tonight, Geo. I'll be stuck inside all evening commenting on papers. ",😢,😞,🔫
13818,@Justboredok so is she still not back then? ,😐,👀,😕
13819,@WraeAnn: oh man . . .  don't forget to report them lost if you don't find them really quick . . .,😕,😬,😉
13820,Attempting to watch this game.. It's depressing....  And they would be playing &quot;If ya happy and u know it&quot;,😬,💙,💔
13821,@ErinAsh10 ME too!!!! Its so boring no you and no Kirsten ,😞,😭,😪
13822,last night with the dangerous summer. im sad ,😞,😔,😢
13823,Gotta head out to pick up my sandal from the shoemaker! Not sure I want to venture out into the cold though ,😣,😖,😷
13824,Remember that time about 8 hours ago when I said I hadn't felt good in a long time........forget that! ,😅,👍,✌
13825,Headache. Ugh.  ,😷,😖,😣
13826,For some crazy reason blogger is not saving my work and it's driving me crazy. I'll have to resort to somewhere else to save it for now ,😤,😡,😠
13827,I've got the worst headache... ,😓,😖,😣
13828,no-ones tweeting ,✌,👀,👏
13829,I still haven't found the coffee machine... ,😞,😡,😠
13830,Half of the fish are dead or on the verge.. ,😷,😐,😳
13831,@Miss_Suse T'was the glyphoto...I wish you could've came  How are you?,😞,😔,😢
13832,i have a sunburn mustache!  hahaha,😜,😳,😄
13833,Crap! Forgot lipstick &amp; straw hat. And I know they'll interview me today. Got SPF50 but woulda liked to look good for interview ,😣,😞,😕
13834,@Nic_kers   ur kidding me .. try signin on on the web i shud i open my skype n we chat there .. wudnt mind tlkin to u now .. realli,😉,😠,😜
13835,"@jhodgin I wish I could be at GMA this year, it's a fun time. But I couldn't get off work  Have fun!",😢,😞,😔
13836,guys i g2g  i'll be back later..peace!!!! &lt;3 #asot400,💛,💓,✌
13837,@mel1ssar0se iii know!!!! ,😏,😎,😉
13838,I think my milk was bad. ,😣,😖,😷
13839,I am a terrible daughter ,😓,😞,😔
13840,They then it's alright to add me on last.fm ,😎,🎶,🎵
13841,life just sucks sometimes!  ,😣,😞,😔
13842,Sometimes its hard to drop my son off. . . ,💔,😔,😕
13843,there isn't anything to do today... ,😠,😞,😒
13844,@jglynn24 ..im barely hanging on  ALMOST OVER! then we can playyyyy,😏,😜,😉
13845,"6 hours sleep. I need veges, but am getting picked up in 25 mins and am in my pjs. Don't think I'll make it ",😣,😖,😴
13846,Watching spiderman 3. Batmans better. But not on ,😞,🙅,😢
13847,Off to work ,😴,🔫,✌
13848,Craving pinkberry right now  and cant get my fix.,😫,💔,😣
13849,"@garethemery Gareth, all of are tuned, it but they are not broadcasting main stage, which kinda sucks, so we wont get to listen to u ",😕,😞,😢
13850,My daughter is having a play date with her best American friend.. I wish they got to see each other more. ,😞,😢,😔
13851,@bobbyllew http://twitpic.com/3jc7e - The one day i'm not in norwich ,😞,💔,😢
13852,"I got a new top and im in love with it! And 9O21O monday, can't wait it's the day i got back to school  Tablecoth lady first thing  &lt;3",🙌,😁,😍
13853,In the Apple store today Jack said &quot;Mommy I have to pee...Awwww too late!&quot;   Opps!,😬,🙈,🙊
13854,@DionneSouth didn't see you anywhere today at the show  you hiding?,😉,🙈,👀
13855,Selling the baby stuff makes me feel a little sad ,😔,😕,😢
13856,...and they think they can add me on last.fm ,😑,🙅,✋
13857,Meet Bingo my friends wendy puppy. He looks like my dolce right?  http://twitpic.com/3jt3b,☺,😉,😄
13858,@wickedground I can't use the upload managers on any of the upload sites. They all do that to my files ,😢,😠,😡
13859,Dammit Detroit!!  LEt's get it together!!    love you guys still!!  xoxox,💜,❤,💙
13860,@Lhasapso killed my itunes  uninstalling.?,😤,😠,😡
13861,Finally getting some work done on this project. Predicted finish time 10pm ,👍,🙌,💪
13862,wondering what happened to the couple I'm supposed to be shooting engagement photos of right now . . .     no phone contact for 1 hr.,😕,😐,😳
13863,@AwesomeArianna you know TFA has seemed to totally disappear! ,😠,😜,😉
13864,#asot400 i duno how to work twitter haha ,😅,😜,🙈
13865,"#asot400 no cut out at this great song  some please twitter me the last song id, great vocals",🎵,👍,🎶
13866,Another Saturday night and another night shift. I must of upset someone at the office to keep getting these ,😤,😠,😡
13867,"Mr. Foget, read this, i miss yoooou ",😔,😢,💔
13868,ewww work time yay mid nuit ,😪,🔫,😴
13869,"@nathanfillion She &amp; Morena are in Orlando.  Panel was 12-1 pm. So, if one upping her in your con prank war was the plan, it's too late ",😉,😜,👍
13870,i really thought tht she would write bak. ,😒,😕,😐
13871,#asot400 NOOOO! technology fail! bring me back my music! ,😡,😠,🎵
13872,@marodi that's just a scream in a desert. Some bugs that i've pointed out wasn't fixed in last 8 months... I'm just... Kinda disappointed ,😢,😞,😕
13873,@XxSierraxX I wish.  any closer with saving for yours?,😜,😊,😉
13874,@VANS_66 I wish I was there! Stuck at work ,😔,😫,😞
13875,Listening to Hellogoodbye and I am extremely distraught at the fact that I have forgotten all the lyrics to songs I would sing along to. ,🎶,😢,💔
13876,i still cant believe the van is gone.  so many great memorys,😭,💔,😢
13877,#ASOT400 Odd transition... anyone know when the video should be up? ,😜,😄,👀
13878,@chivesontheweb DSi has a new stylus? ,😳,😉,👀
13879,Wishing I was in Del Mar with Pam ,😢,😔,💔
13880,@musicalverse Too much choice! But been searching for other UK drama (school?) students to follow with nothing but fail  Bizarre.,😞,😐,😕
13881,"I want to go clothes shopping so bad, but no money to do so ",😕,😪,😅
13882,"@J44SS Haa yeah work was good, i sold lots and lots and we got work to do tomor  fun fun xx wheres my tgis?? xx",😜,😉,😞
13883,I LOVE USF. But Berkeley is still making me sad... Damn lowell situation all over again. ,😞,😔,😢
13884,I've been told power might be out until monday ,😅,😬,😳
13885,is sick of it here!!! ,😖,😠,😷
13886,"@selenaxjonas Awee, not fair  Im sorry.",😞,😢,😔
13887,"I woke up thinking of strawberry lips, but I don't remember any of my dreams   was probably too drunk!",🙈,😕,😳
13888,Damn us and our sickly bodies! Lol. Ouch i hurt! ,😣,😷,😖
13889,"hi peeps. im so bored, dont want the holidays to endddd ",😔,😢,😞
13890,So tired. and my spring break is coming to an end. ,😣,😞,😴
13891,#asot400 NOOOOO.... need more SHah!!! ,😞,💔,😢
13892,doing absolutley nothing ,😑,😴,🙅
13893,@XxSierra6xX I wish  any closer with saving for yours?,😞,😢,😉
13894,TELL ME WHY LIDZ GOT THIS DOPE ASS FITTED AND DEY AINT GOT MY SIZE(7 AND 5/8) DAMN ,😑,😡,😤
13895,early enough ,✌,😌,😴
13896,Asthma fucking BLOWS  Can't wait till I finish up Asmanex treatments. Follow up (and hopefully final) apt w/ pulmonologist is this week.,😖,😣,😷
13897,is in love and wishes he weren't. ,😞,😔,💔
13898,"listening to britney and cleaning the house! I have a TON of shoes to get rid of, haven't even worn half of them ",🙈,😅,😬
13899,"oh, AZ, I'm so sorry   Still, many more chances to get it...",😢,💔,🎶
13900,I feel sick to my stomach!!  Ick!!,😣,😖,😷
13901,Hates how I have allergy from dogs  but I'm a dog person,😑,😅,😷
13902,Its so hard to fall asleep ,😫,😞,😣
13903,Kitty came back. With a mouse... ,😳,😖,😷
13904,Totally left the house without my camera battery ,😠,🔫,😑
13905,Waiting for a call  it has to happen.,😐,😒,😴
13906,Beautiful weather in Vegas when its time to leave  on my way to the airport.,😄,😢,😎
13907,it's 11:18AM in hawaii &amp; i just woke up! i love saturdays...even though i have to work in 2 hours  at least i get monday off!,😄,🔫,😅
13908,NetBeans updated and is now completely trashed. None of the default modules now load. Looking at complete reinstall ,😑,😠,😡
